학구ID,학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000103078,경포초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2023-04-11,3620,2026-03-20
Z000103079,교동초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2023-04-11,2050,2026-03-20
Z000102294,동삭초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2023-04-24,688,2026-03-20
Z000104676,석곡초통학구역,0,46,720,8490000,전라남도교육청,8571000,전라남도곡성교육지원청,2016-08-12,2023-09-05,4497,2026-03-20
Z000105460,교방초통학구역,0,48,125,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2023-03-07,1498,2026-03-20
Z000105499,상북초통학구역,0,48,121,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2023-03-07,3435,2026-03-20
Z000106371,능평초통학구역,0,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-02-27,2023-03-07,2661,2026-03-20
Z000151316,능평초광주광명초공동통학구역,1,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-02-27,2023-03-07,5302,2026-03-20
Z000151317,능평초능원초공동통학구역,1,41,610,7530000,경기도교육청,7751000,경기도광주하남교육지원청,2023-02-28,2023-03-07,7118,2026-03-20
Z000106318,호연초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2021-02-22,2023-02-28,3953,2026-03-20
Z000103111,한솔초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2023-04-11,4718,2026-03-20
Z000103109,초당초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2023-04-11,4719,2026-03-20
Z000105279,임당초통학구역,0,47,290,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2016-08-12,2024-01-04,924,2026-03-20
Z000106370,시화나래초통학구역,0,41,390,7530000,경기도교육청,7781000,경기도시흥교육지원청,2023-02-27,2023-03-07,2892,2026-03-20
Z000101627,내황초통학구역,0,31,110,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2023-03-14,3784,2026-03-20
Z000101674,학성초통학구역,0,31,110,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2023-03-14,5559,2026-03-20
Z000151324,대전산성초산서초공동(일방)통학구역,1,30,140,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-04-07,2023-04-11,3412,2026-03-20
Z000102542,오산고현초통학구역,0,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2023-04-24,5113,2026-03-20
Z000150664,동인초목도초감물초문광초공동통학구역,1,43,760,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2022-11-30,2023-03-21,4632,2026-03-20
Z000101930,의정부서초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2023-03-28,3628,2026-03-20
Z000101935,의정부중앙초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2023-03-28,7129,2026-03-20
Z000150970,가남초가양초공동통학구역,1,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2020-05-11,2023-04-04,4059,2026-03-20
Z000105040,영지초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,2630,2026-03-20
Z000102841,상현초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2024-01-23,6904,2026-03-20
Z000102883,이현초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2024-01-23,2479,2026-03-20
Z000106317,여울초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2021-02-22,2024-01-23,663,2026-03-20
Z000100598,장림초통학구역,0,26,380,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2024-01-09,5809,2026-03-20
Z000101109,인천영종초금산분교장통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2024-02-06,6788,2026-03-20
Z000151424,금상초중원초공동통학구역,1,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2024-02-20,2024-02-20,5987,2026-03-20
Z000101841,금상초통학구역,0,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2024-02-20,1552,2026-03-20
Z000106365,광주광명초통학구역,0,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-02-02,2023-03-07,6180,2026-03-20
Z000150327,성복초성서초효자초공동통학구역,1,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2023-09-12,3682,2026-03-20
Z000106385,일로동초통학구역,0,46,840,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2023-09-19,2023-09-19,2356,2026-03-20
Z000106316,해빛초통학구역,0,26,710,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2021-02-22,2023-09-19,2276,2026-03-20
Z000101628,녹수초통학구역,0,31,170,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2023-03-07,2036,2026-03-20
Z000101651,서부초통학구역,0,31,170,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2023-03-07,6444,2026-03-20
Z000102820,능원초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2023-03-07,7052,2026-03-20
Z000106324,신현초통학구역,0,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2021-03-08,2023-03-07,2000,2026-03-20
Z000101633,동대초통학구역,0,31,200,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2023-03-14,3782,2026-03-20
Z000100581,부민초통학구역,0,26,140,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2023-02-14,6724,2026-03-20
Z000106185,천안성성초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2018-04-23,2023-02-14,5449,2026-03-20
Z000106367,천안가람초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2023-02-07,2023-02-14,950,2026-03-20
Z000103705,천안청당초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2023-02-14,1897,2026-03-20
Z000106366,천안능수초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2023-02-07,2023-02-14,6892,2026-03-20
Z000103369,가경초통학구역,0,43,113,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2023-02-14,5734,2026-03-20
Z000103377,경산초통학구역,0,43,113,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2023-02-14,2363,2026-03-20
Z000103415,서경초통학구역,0,43,113,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2023-02-14,6798,2026-03-20
Z000106009,이도초통학구역,0,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2024-01-04,2353,2026-03-20
Z000150752,신라초월성초공동통학구역,1,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2019-06-03,2024-01-09,4031,2026-03-20
Z000102946,고촌초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2024-02-20,4889,2026-03-20
Z000150913,언양초두서초반곡초공동(일방)통학구역,1,31,710,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2020-02-19,2024-02-27,1994,2026-03-20
Z000105261,경산중앙초통학구역,0,47,290,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2016-08-12,2024-01-04,3599,2026-03-20
Z000100576,보림초통학구역,0,26,380,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2024-01-09,1356,2026-03-20
Z000100562,구평초통학구역,0,26,380,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2024-01-09,2300,2026-03-20
Z000150572,곤명초곤양초공동통학구역,1,48,240,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2016-08-12,2023-12-19,3959,2026-03-20
Z000151371,남양초대성초공동통학구역,1,48,240,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2023-12-15,2023-12-19,2254,2026-03-20
Z000150578,서포초진교초공동통학구역,1,48,240,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2016-08-12,2023-12-19,5783,2026-03-20
Z000106120,참샘초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,4179,2026-03-20
Z000106094,미르초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,2394,2026-03-20
Z000106121,한솔초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,4174,2026-03-20
Z000103773,거산초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2020-09-09,6339,2026-03-20
Z000100017,서울신내초통학구역,0,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2022-01-18,2482,2026-03-20
Z000106338,서울양원숲초통학구역,0,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2021-12-16,2022-01-18,6029,2026-03-20
Z000100004,서울동원초통학구역,0,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2022-01-18,6944,2026-03-20
Z000100526,서울미아초통학구역,0,11,290,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2016-08-12,2022-03-18,2826,2026-03-20
Z000150478,세풍초해룡초공동통학구역,1,46,230,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2016-08-12,2022-05-24,3213,2026-03-20
Z000100910,대구율하초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2022-06-07,1682,2026-03-20
Z000106205,아산공수초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2018-12-03,2024-02-27,5326,2026-03-20
Z000151430,서울금옥초서울옥수초공동통학구역,1,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2024-02-22,2024-02-27,3708,2026-03-20
Z000100750,덕포초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2024-02-27,4056,2026-03-20
Z000100475,서울은로초통학구역,0,11,590,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2024-01-30,6733,2026-03-20
Z000101117,인천용현남초통학구역,0,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2018-09-19,2024-02-06,5024,2026-03-20
Z000101094,인천삼목초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2024-02-06,3231,2026-03-20
Z000105005,학천초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,2632,2026-03-20
Z000150914,영화초두서초공동(일방)통학구역,1,31,710,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2020-02-19,2024-02-27,4655,2026-03-20
Z000102974,장기초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2023-09-12,4238,2026-03-20
Z000102832,매봉초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2023-09-12,6116,2026-03-20
Z000101018,대구신흥초통학구역,0,27,290,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2022-02-15,1492,2026-03-20
Z000100983,대구감삼초통학구역,0,27,290,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2022-02-15,1340,2026-03-20
Z000101028,대구월암초통학구역,0,27,290,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2022-02-15,257,2026-03-20
Z000101041,대구학산초통학구역,0,27,290,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2022-02-15,2043,2026-03-20
Z000103789,신리초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2019-12-18,7125,2026-03-20
Z000103810,용화초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2020-09-09,5930,2026-03-20
Z000150241,교하초청석초공동통학구역,1,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2021-02-23,6600,2026-03-20
Z000103673,천안미라초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2021-02-23,4553,2026-03-20
Z000106098,소담초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,1309,2026-03-20
Z000150898,왜관동부초낙산초매원초신동초관호초공동(일방)통학구역,1,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2020-02-14,2022-02-15,5428,2026-03-20
Z000151232,북삼초숭산초공동통학구역,1,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2022-01-10,2022-02-08,5421,2026-03-20
Z000103694,천안쌍정초통학구역,0,44,200,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2022-02-08,5143,2026-03-20
Z000103692,천안신촌초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2022-02-08,6268,2026-03-20
Z000100084,서울염리초통학구역,0,11,440,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2016-08-12,2022-03-18,5600,2026-03-20
Z000101661,염포초통학구역,0,31,200,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2016-08-12,2022-03-22,3796,2026-03-20
Z000150011,서울염리초서울용강초공동통학구역,1,11,440,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2016-08-12,2022-03-18,1152,2026-03-20
Z000100904,대구안일초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2022-06-07,493,2026-03-20
Z000104480,목포서산초통학구역,0,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2016-08-12,2022-01-18,4969,2026-03-20
Z000106035,선흘초통학구역,0,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2022-04-22,2206,2026-03-20
Z000151194,이동초도평초공동통학구역,1,41,650,7530000,경기도교육청,7711000,경기도포천교육지원청,2021-12-14,2022-01-18,3409,2026-03-20
Z000103788,신광초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2022-06-07,2847,2026-03-20
Z000151247,광주남초광주용산초공동통학구역,1,29,110,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2022-06-07,2022-06-14,3241,2026-03-20
Z000103087,명주초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2021-01-06,6247,2026-03-20
Z000101249,송해초통학구역,0,28,710,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2016-08-12,2016-08-12,5966,2026-03-20
Z000104114,전주초통학구역,0,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,982,2026-03-20
Z000151227,전주양현초전주장동초공동(일방)통학구역,1,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2022-01-07,2024-02-23,5105,2026-03-20
Z000150199,반지초이충초공동통학구역,1,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2019-09-09,1901,2026-03-20
Z000101336,광주동초통학구역,0,29,170,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2016-08-12,2016-08-12,180,2026-03-20
Z000104090,전주양지초통학구역,0,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,954,2026-03-20
Z000103800,오목초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2022-03-08,1614,2026-03-20
Z000102586,화원초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2022-08-09,1139,2026-03-20
Z000105589,선학초통학구역,0,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2016-08-12,2022-01-18,4085,2026-03-20
Z000151226,선학초동진초공동통학구역,1,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2022-01-07,2022-01-18,509,2026-03-20
Z000103092,송양초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2021-01-06,6246,2026-03-20
Z000100883,대구반야월초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2022-06-07,5820,2026-03-20
Z000151198,재산초일월초일월초청기분교수비초공동통학구역,1,47,920,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2016-08-12,2022-01-18,3166,2026-03-20
Z000106228,다산한강초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2019-04-30,2022-01-18,7112,2026-03-20
Z000150818,안의초광역통학구역,1,48,870,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2020-01-20,2020-01-20,3472,2026-03-20
Z000150488,노동초보성남초공동통학구역,1,46,780,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2016-08-12,2016-08-12,5204,2026-03-20
Z000151228,전주효천초전주우림초공동(일방)통학구역,1,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2022-01-07,2024-02-23,5718,2026-03-20
Z000151229,전주자연초전주초포초공동(일방)통학구역,1,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2022-01-07,2024-02-23,5447,2026-03-20
Z000100286,서울석촌초통학구역,0,11,710,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2016-08-12,3955,2026-03-20
Z000105622,유영초통학구역,0,48,220,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2016-08-12,2018-07-19,2776,2026-03-20
Z000104113,전주진북초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,109,2026-03-20
Z000150041,서울동자초서울신양초공동통학구역,1,11,215,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2022-03-18,6114,2026-03-20
Z000100538,서울숭곡초통학구역,0,11,290,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2016-08-12,2022-03-18,4539,2026-03-20
Z000101789,수일초통학구역,0,41,111,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2022-05-03,1626,2026-03-20
Z000104148,군산지곡초통학구역,0,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2016-08-12,2024-02-23,5706,2026-03-20
Z000106337,집현초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2021-12-15,2022-01-18,2859,2026-03-20
Z000102703,화진초통학구역,0,41,800,7530000,경기도교육청,7701000,경기도연천교육지원청,2016-08-12,2016-08-12,7137,2026-03-20
Z000150542,임당초정평초공동통학구역,1,47,290,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2016-08-12,2016-08-12,5373,2026-03-20
Z000101767,산남초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2018-03-20,2679,2026-03-20
Z000101921,삼현초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2016-08-12,3376,2026-03-20
Z000105558,합포초통학구역,0,48,125,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2022-08-02,609,2026-03-20
Z000151001,논산부창초제한적공동(일방)통학구역,1,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2022-02-24,4260,2026-03-20
Z000150503,기산초함평초공동통학구역,1,46,860,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2016-08-12,2022-01-18,4124,2026-03-20
Z000150677,북일초북이초공동통학구역,1,46,880,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2018-03-06,2018-03-06,3113,2026-03-20
Z000106165,양서초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2018-03-06,2018-03-06,2920,2026-03-20
Z000100800,내리초통학구역,0,26,710,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2016-08-12,461,2026-03-20
Z000150479,고서초광주동초공동통학구역,1,46,710,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2016-08-12,2016-08-12,6732,2026-03-20
Z000104471,목포미항초통학구역,0,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2016-08-12,2016-08-12,6863,2026-03-20
Z000106146,감계초통학구역,0,48,121,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2017-02-23,2017-02-23,3303,2026-03-20
Z000102426,수택초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2017-02-23,5464,2026-03-20
Z000150143,광숭초삼숭초공동통학구역,1,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,3077,2026-03-20
Z000150651,전주하가초전주여울초공동통학구역,1,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2017-02-20,2024-02-23,4282,2026-03-20
Z000150077,산정초하남초공동통학구역,1,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2016-08-12,3931,2026-03-20
Z000101417,봉산초통학구역,0,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2016-08-12,2018-02-07,2689,2026-03-20
Z000150145,도둔초산북초공동통학구역,1,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,5322,2026-03-20
Z000101204,인천송명초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2016-08-12,2016-12-12,3322,2026-03-20
Z000102178,안산청석초통학구역,0,41,271,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,3495,2026-03-20
Z000102065,안서초통학구역,0,41,210,7530000,경기도교육청,7591000,경기도광명교육지원청,2016-08-12,2016-08-12,4123,2026-03-20
Z000100620,당감초통학구역,0,26,230,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2017-08-14,993,2026-03-20
Z000104105,전주장동초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,1702,2026-03-20
Z000104149,군산진포초통학구역,0,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2016-08-12,2024-02-23,1246,2026-03-20
Z000101734,월봉초통학구역,0,31,140,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2016-08-12,2017-03-30,7073,2026-03-20
Z000101062,대구서재초통학구역,0,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2016-08-12,2018-03-20,2522,2026-03-20
Z000100322,서울갈산초통학구역,0,11,470,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2016-08-12,2018-07-12,4118,2026-03-20
Z000101786,수원신곡초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2018-03-09,2822,2026-03-20
Z000150688,담양남초담주초공동통학구역,1,46,710,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2018-03-19,2018-03-19,575,2026-03-20
Z000102123,관산초통학구역,0,41,273,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2018-07-12,3117,2026-03-20
Z000150283,상리초연천초공동통학구역,1,41,800,7530000,경기도교육청,7701000,경기도연천교육지원청,2016-08-12,2021-06-29,3078,2026-03-20
Z000102472,송촌초통학구역,0,41,670,7530000,경기도교육청,7661000,경기도여주교육지원청,2016-08-12,2021-07-20,3725,2026-03-20
Z000150538,가은초은척초무릉분교공동통학구역,1,47,280,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,2222,2026-03-20
Z000101980,청계초통학구역,0,41,290,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-18,4306,2026-03-20
Z000102295,반지초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2019-09-09,7041,2026-03-20
Z000150256,강하초도수초공동통학구역,1,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2021-06-08,6503,2026-03-20
Z000102400,남양주송촌초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,187,2026-03-20
Z000105254,점촌북초통학구역,0,47,280,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2016-08-12,2016-08-12,5292,2026-03-20
Z000103908,백강초통학구역,0,44,760,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2016-08-12,2016-08-12,1724,2026-03-20
Z000105062,김천다수초통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2016-08-12,1315,2026-03-20
Z000103104,정동초통학구역,0,51,150,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2016-08-12,2016-08-12,3168,2026-03-20
Z000102870,용인둔전초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-06-22,1485,2026-03-20
Z000102816,나산초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-06-29,5136,2026-03-20
Z000103284,백전초통학구역,0,51,770,7801000,강원특별자치도교육청,7922000,강원특별자치도정선교육지원청,2016-08-12,2017-03-17,1137,2026-03-20
Z000104082,전주서일초통학구역,0,52,111,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2024-02-23,69,2026-03-20
Z000102336,합정초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,6605,2026-03-20
Z000105692,용산초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2016-08-12,5807,2026-03-20
Z000101069,대구천내초통학구역,0,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2016-08-12,2016-08-12,2928,2026-03-20
Z000150272,도수초분원초공동통학구역,1,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2021-06-08,2246,2026-03-20
Z000105059,개령초통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2016-08-12,6171,2026-03-20
Z000102658,도궁초통학구역,0,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2021-06-08,1980,2026-03-20
Z000151124,곤지암초도척초공동통학구역,1,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2021-06-03,2021-06-08,4647,2026-03-20
Z000151127,병점초새봄초공동통학구역,1,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2021-06-22,2021-06-29,1026,2026-03-20
Z000151128,나산초용인한일초공동통학구역,1,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2021-06-22,2021-06-29,4856,2026-03-20
Z000102082,덕도초통학구역,0,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2021-07-20,3266,2026-03-20
Z000103330,원당초통학구역,0,51,800,7801000,강원특별자치도교육청,7952000,강원특별자치도양구교육지원청,2016-08-12,2016-08-12,3089,2026-03-20
