학구ID,학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000105233,함창초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,7098,2026-03-20
Z000102380,흥진초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,2361,2026-03-20
Z000102370,오금초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,1430,2026-03-20
Z000102499,동탄중앙초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2018-10-19,6027,2026-03-20
Z000101934,의정부장암초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2016-08-12,5341,2026-03-20
Z000101591,대전서부초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,2084,2026-03-20
Z000102410,도림초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-20,85,2026-03-20
Z000102387,구룡초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-20,5935,2026-03-20
Z000150205,구룡초판곡초공동통학구역,1,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-20,5060,2026-03-20
Z000104057,전주금암초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2025-06-18,114,2026-03-20
Z000104107,전주전일초통학구역,0,52,113,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2016-08-12,2025-06-18,2785,2026-03-20
Z000151540,오학초북내초천남초공동(일방)통학구역,1,41,670,7530000,경기도교육청,7661000,경기도여주교육지원청,2025-01-06,2025-08-28,530,2026-03-20
Z000151337,여흥초오학초공동통학구역 및 오학초북내초천남초공동(일방)통학구역,1,41,670,7530000,경기도교육청,7661000,경기도여주교육지원청,2023-09-19,2025-08-28,1401,2026-03-20
Z000100571,대신초통학구역,0,26,140,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2026-03-01,7004,2026-03-20
Z000100565,남항초통학구역,0,26,200,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2026-03-01,4592,2026-03-20
Z000101727,온양초통학구역,0,31,710,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2016-08-12,2026-03-01,1751,2026-03-20
Z000151656,대신초동신초공동통학구역,1,26,140,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2026-02-13,2026-03-01,772,2026-03-20
Z000100886,대구범어초통학구역,0,27,260,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2026-03-01,4324,2026-03-20
Z000100874,대구동천초통학구역,0,27,260,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2026-03-01,1639,2026-03-20
Z000103781,아산세교초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2026-03-01,692,2026-03-20
Z000103815,탕정미래초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2026-03-01,5209,2026-03-20
Z000151616,탕정미래초아산갈산초공동통학구역,1,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2026-01-27,2026-03-01,1701,2026-03-20
Z000103816,탕정초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2026-03-01,1560,2026-03-20
Z000150878,상산초외남초공검초낙동초청리초낙서초외서초사벌초중동초백원초공동(일방)통학구역,1,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2020-02-11,2026-03-01,5297,2026-03-20
Z000150879,상주중앙초외남초공검초낙동초청리초낙서초외서초사벌초중동초백원초공동(일방)통학구역,1,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2020-02-11,2026-03-01,2638,2026-03-20
Z000106103,연남초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2025-06-18,4008,2026-03-20
Z000106408,산울초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2024-07-15,2025-06-18,4182,2026-03-20
Z000106409,대전둔곡초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2024-07-19,2025-09-03,5615,2026-03-20
Z000101549,구즉초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2025-09-03,4749,2026-03-20
Z000105615,산양초통학구역,0,48,220,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2016-08-12,2025-05-27,104,2026-03-20
Z000106452,석양초석성분교장통학구역,0,44,760,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2025-05-01,2025-05-27,3709,2026-03-20
Z000151378,순천성동초제한적공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2024-03-05,2025-05-27,3859,2026-03-20
Z000151373,순천북초제한적공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2024-03-05,2025-05-27,1177,2026-03-20
Z000104258,수곡초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,4165,2026-03-20
Z000104247,내장초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,2956,2026-03-20
Z000151592,정읍서초동신초공동(일방)통학구역,1,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2025-07-01,2026-03-01,3568,2026-03-20
Z000151593,동신초대흥초덕천초백암초소성초수곡초옹동초(일방)통학구역,1,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2025-07-01,2026-03-01,3007,2026-03-20
Z000151594,한솔초정남초영산초정우초보성초교암초이평초입암초옹동초태인초내장초공동(일방)통학구역,1,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2025-07-01,2026-03-01,2111,2026-03-20
Z000106280,향산초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2020-02-25,2026-03-01,3368,2026-03-20
Z000150936,군산동초개정초발산초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2020-02-27,2026-03-01,6016,2026-03-20
Z000151231,무안행복초제한적공동통학구역,1,46,840,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2016-08-12,2026-03-01,6870,2026-03-20
Z000151635,무안사랑초무안희망초공동통학구역,1,46,840,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2016-08-12,2026-03-01,4225,2026-03-20
Z000151634,무안희망초제한적공동통학구역,1,46,840,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2016-08-12,2026-03-01,4228,2026-03-20
Z000151633,무안사랑초제한적공동통학구역,1,46,840,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2016-08-12,2026-03-01,1525,2026-03-20
Z000106481,영만초통학구역,0,52,140,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2020-12-08,2026-03-01,5897,2026-03-20
Z000151327,화천초공동(일방)통학구역,1,51,790,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2023-07-26,2025-09-03,1048,2026-03-20
Z000151328,사내초공동(일방)통학구역,1,51,790,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2023-07-26,2025-09-03,6230,2026-03-20
Z000105650,용현초통학구역,0,48,240,9010000,경상남도교육청,9081000,경상남도사천교육지원청,2016-08-12,2025-12-17,1378,2026-03-20
Z000100510,서울용곡초통학구역,0,11,215,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,1565,2026-03-20
Z000100494,서울동의초통학구역,0,11,215,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,3348,2026-03-20
Z000104267,정읍남초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,3566,2026-03-20
Z000104246,교암초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,5638,2026-03-20
Z000101223,인천장수초통학구역,0,28,200,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2016-08-12,2025-11-13,366,2026-03-20
Z000106476,성동초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2020-02-11,2026-03-01,1763,2026-03-20
Z000105210,낙동초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2026-03-01,674,2026-03-20
Z000105238,화북초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2026-03-01,4028,2026-03-20
Z000101495,대전목동초통학구역,0,30,140,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2026-03-01,2540,2026-03-20
Z000151626,대전목동초대전중촌초공동통학구역,1,30,140,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2026-01-28,2026-03-01,6973,2026-03-20
Z000100336,서울등양초통학구역,0,11,500,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2016-08-12,2026-03-01,5347,2026-03-20
Z000106482,함열초통학구역,0,52,140,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2024-01-30,2026-03-01,5045,2026-03-20
Z000151410,이리동산초춘포초공동(일방)통학구역,1,52,140,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2024-01-30,2026-03-01,5926,2026-03-20
Z000151246,이리모현초오산남초웅포초이리남초오산초백구초공동(일방)통학구역,1,52,140,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2016-08-12,2026-03-01,1150,2026-03-20
Z000151059,익산가온초이리계문초용산초성당초삼기초공덕초청하초황등초치문초공동(일방)통학구역,1,52,140,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2021-01-06,2026-03-01,2953,2026-03-20
Z000100499,서울사근초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,2677,2026-03-20
Z000100497,서울마장초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,5313,2026-03-20
Z000105003,포항항도초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2025-05-13,3789,2026-03-20
Z000104961,두호남부초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2025-05-13,236,2026-03-20
Z000150856,영주남부초이산초평은초문수초장수초안정초봉현초옥대초풍기북부초공동(일방)통학구역,1,47,210,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2020-02-05,2025-11-13,1507,2026-03-20
Z000106469,초롱초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-12-03,2025-12-23,2005,2026-03-20
Z000106470,두일초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-12-03,2025-12-23,4677,2026-03-20
Z000106468,숲노을초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-12-03,2025-12-23,4846,2026-03-20
Z000106466,운정중앙초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-12-03,2025-12-23,6424,2026-03-20
Z000106467,물향기초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-12-03,2025-12-23,5551,2026-03-20
Z000100366,서울양천초통학구역,0,11,500,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2016-08-12,2026-03-01,6207,2026-03-20
Z000100371,서울염창초통학구역,0,11,500,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2016-08-12,2026-03-01,4755,2026-03-20
Z000100345,서울백석초통학구역,0,11,500,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2016-08-12,2026-03-01,4113,2026-03-20
Z000100313,서울천일초통학구역,0,11,740,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2026-03-01,82,2026-03-20
Z000151547,익산어양초미륵초낭산초공동(일방)통학구역,1,52,140,8321000,전북특별자치도교육청,8352000,전북특별자치도익산교육지원청,2025-03-04,2026-03-01,1450,2026-03-20
Z000151636,군산산북초문창초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2016-08-12,2026-03-01,638,2026-03-20
Z000150939,군산용문초옥구초해성초옥봉초미룡초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2020-02-27,2026-03-01,2460,2026-03-20
Z000150940,군산미장초대야남초창오초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2020-02-27,2026-03-01,1106,2026-03-20
Z000106410,바른초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2024-07-15,2025-06-18,1482,2026-03-20
Z000106014,저청초통학구역,0,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2025-06-18,1081,2026-03-20
Z000106453,대전탄방초용문분교장통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-06-03,2025-06-25,3854,2026-03-20
Z000101599,대전수정초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2025-06-25,4901,2026-03-20
Z000150092,대전노은초대전수정초공동통학구역,1,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2025-06-25,2862,2026-03-20
Z000102514,비봉초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2025-09-03,806,2026-03-20
Z000106465,인천달빛초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-11-03,2025-12-30,6544,2026-03-20
Z000106464,인천윤슬초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2025-11-03,2025-12-30,3232,2026-03-20
Z000102688,한홀초통학구역,0,41,450,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2025-12-30,5309,2026-03-20
Z000151385,순천왕지초제한적공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2024-03-05,2025-05-27,5369,2026-03-20
Z000151379,순천남산초제한적공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2024-03-05,2025-05-27,5635,2026-03-20
Z000100261,서울강동초통학구역,0,11,740,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2026-03-01,81,2026-03-20
Z000100405,서울방현초통학구역,0,11,650,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,1624,2026-03-20
Z000100388,서울구룡초통학구역,0,11,680,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,5327,2026-03-20
Z000100429,서울우암초통학구역,0,11,650,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,1943,2026-03-20
Z000100427,서울우면초통학구역,0,11,650,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,5495,2026-03-20
Z000150938,군산경포초술산초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2020-02-27,2026-03-01,3367,2026-03-20
Z000151637,소룡초해성초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2026-01-30,2026-03-01,6885,2026-03-20
Z000151638,군산금빛초옥산초나포초성산초대야초공동(일방)통학구역,1,52,130,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2022-03-07,2026-03-01,2017,2026-03-20
Z000151630,남춘천초효제초동춘천초공동통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,2578,2026-03-20
Z000106458,청연초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-08-03,2025-09-03,5883,2026-03-20
Z000100441,서울관악초통학구역,0,11,620,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2025-09-16,1151,2026-03-20
Z000100466,서울신림초통학구역,0,11,620,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2025-09-16,6464,2026-03-20
Z000104999,포항장흥초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2025-09-30,238,2026-03-20
Z000151376,순천조례초제한적공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2024-03-05,2025-05-27,6226,2026-03-20
Z000151392,순천풍덕초제한적공동통학구역,1,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2024-03-11,2025-05-27,1812,2026-03-20
Z000104249,대흥초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,4418,2026-03-20
Z000104264,입암초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,3291,2026-03-20
Z000104257,소성초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,4828,2026-03-20
Z000104256,서신초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,4421,2026-03-20
Z000104244,고부초통학구역,0,52,180,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2016-08-12,2025-07-08,379,2026-03-20
Z000100426,서울왕북초통학구역,0,11,680,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,3347,2026-03-20
Z000100435,서울자곡초통학구역,0,11,680,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,2208,2026-03-20
Z000100419,서울양재초통학구역,0,11,650,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,2743,2026-03-20
Z000151628,서울대청초서울영희초공동통학구역,1,11,680,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2026-03-01,6905,2026-03-20
Z000106459,동광초통학구역,0,43,720,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2025-11-01,2026-03-01,1963,2026-03-20
Z000103024,춘천초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,7019,2026-03-20
Z000150658,후평초만천초공동통학구역,1,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2017-04-20,2026-03-01,1675,2026-03-20
Z000103221,후평초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,774,2026-03-20
Z000100495,서울동자초통학구역,0,11,215,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,3478,2026-03-20
Z000100504,서울신양초통학구역,0,11,215,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,4353,2026-03-20
Z000100482,서울경동초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,5329,2026-03-20
Z000150038,서울경동초서울경일초공동통학구역,1,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2025-12-17,67,2026-03-20
Z000105568,금곡초통학구역,0,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2016-08-12,2025-12-17,7095,2026-03-20
Z000151587,동암초오산초공동(일방)통학구역,1,44,210,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2025-04-03,2025-05-13,3319,2026-03-20
Z000151586,동암초서산석림초오산초공동(일방)통학구역,1,44,210,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2025-04-03,2025-05-13,6872,2026-03-20
Z000150859,영일초이산초평은초문수초장수초안정초봉현초옥대초풍기북부초공동(일방)통학구역,1,47,210,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2020-02-05,2025-11-13,1505,2026-03-20
Z000105538,제황초통학구역,0,48,129,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2025-11-13,6991,2026-03-20
Z000105475,도천초통학구역,0,48,129,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2025-11-13,6079,2026-03-20
Z000102615,심학초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2025-11-13,218,2026-03-20
Z000105474,도계초통학구역,0,48,121,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2025-11-13,1646,2026-03-20
Z000151598,"서울공항초서울송정초공동통학구역(적용시기: 2026.3.1.부터, 적용대상: 2026학년도 취학예정 대상자 및 해당 통학구역 전입자)",1,11,500,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2025-10-04,2025-11-13,3290,2026-03-20
Z000100348,서울송정초통학구역,0,11,500,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2016-08-12,2025-11-13,3287,2026-03-20
Z000106387,인천송빛초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-12-01,2025-11-13,145,2026-03-20
Z000105481,명도초통학구역,0,48,121,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2025-10-04,5196,2026-03-20
Z000151414,충주중앙탑초노은초덕신초가흥초오석초용원초앙성초주덕초소태초공동(일방)통학구역,1,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2024-01-30,2026-03-01,5236,2026-03-20
Z000150395,충주중앙탑초탄금초공동통학구역 및 노은초덕신초가흥초오석초용원초앙성초주덕초소태초공동(일방)통학구역,1,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2026-03-01,4382,2026-03-20
Z000105865,영오초통학구역,0,48,820,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2016-08-12,2026-03-01,2485,2026-03-20
Z000105854,거류초통학구역,0,48,820,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2016-08-12,2026-03-01,705,2026-03-20
Z000104691,토지초통학구역,0,46,730,8490000,전라남도교육청,8581000,전라남도구례교육지원청,2016-08-12,2026-03-01,4102,2026-03-20
Z000150902,호명초은풍초예천남부초지보초감천초신성초풍북초공동(일방)통학구역,1,47,900,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2020-02-14,2026-03-01,702,2026-03-20
Z000150901,예천초은풍초공동(일방)통학구역,1,47,900,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2020-02-14,2026-03-01,5436,2026-03-20
Z000103003,만천초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,173,2026-03-20
Z000103022,천전초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,6352,2026-03-20
Z000103016,오동초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,1049,2026-03-20
Z000100668,초량초통학구역,0,26,170,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2025-05-13,3688,2026-03-20
Z000100649,양동초통학구역,0,26,470,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2025-05-13,1920,2026-03-20
Z000100651,양정초통학구역,0,26,230,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2025-05-13,4597,2026-03-20
Z000101619,유성초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2025-06-25,6390,2026-03-20
Z000101819,천천초통학구역,0,41,111,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2025-06-25,3264,2026-03-20
Z000105998,신창초통학구역,0,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2025-07-03,2872,2026-03-20
Z000101127,인천하늘초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2025-12-30,334,2026-03-20
Z000101084,인천공항초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2025-12-30,2446,2026-03-20
Z000101120,인천운서초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2025-12-30,5010,2026-03-20
Z000101097,인천서흥초통학구역,0,28,140,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2025-12-30,5027,2026-03-20
Z000101095,인천서림초통학구역,0,28,140,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2025-12-30,5028,2026-03-20
Z000106214,인천중산초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2019-02-19,2025-12-30,5660,2026-03-20
Z000104572,외서초등학교송광분교장,0,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2016-08-12,2025-12-30,443,2026-03-20
Z000151139,계성초성당초고대초고산초석문초삼봉초초락초조금초정미초천의초면천초순성초북창초우강초송산초당산초공동(일방)통학구역,1,44,270,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2021-08-03,2026-03-01,4143,2026-03-20
Z000151140,탑동초성당초고대초고산초석문초삼봉초초락초조금초정미초천의초면천초순성초북창초우강초송산초당산초공동(일방)통학구역,1,44,270,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2021-08-03,2026-03-01,354,2026-03-20
Z000151167,영동초양강초매곡초상촌초초강초공동(일방)통학구역,1,43,740,8000000,충청북도교육청,8071000,충청북도영동교육지원청,2021-11-29,2026-03-01,3471,2026-03-20
Z000151342,수산초광역통학구역,1,48,270,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2023-09-26,2026-03-01,4532,2026-03-20
Z000151343,예림초광역통학구역,1,48,270,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2023-09-26,2026-03-01,3610,2026-03-20
Z000103007,상천초통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,789,2026-03-20
Z000151631,오동초상천초공동통학구역,1,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2026-03-01,4628,2026-03-20
Z000105004,포항해맞이초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2025-09-30,5566,2026-03-20
Z000105006,항구초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2025-09-30,1118,2026-03-20
Z000106050,무릉초통학구역,0,50,130,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2016-08-12,2025-10-21,194,2026-03-20
Z000105966,고산초통학구역,0,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2025-10-21,192,2026-03-20
Z000105482,명서초통학구역,0,48,121,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2025-11-13,5198,2026-03-20
Z000105473,덕산초통학구역,0,48,129,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2016-08-12,2025-11-13,5824,2026-03-20
