통계연도,구명,동명,세대수,인구수,남자인구수,여자인구수,행정동코드
stats_yr,sigungu_nm,epmndn_nm,hshld_cnt,popl_cnt,popl_cnt_m,popl_cnt_f,admdong_cd
2001,도봉구,도봉1동,9724,29018,14753,14265,1132052100
2001,도봉구,도봉2동,10047,31802,16024,15778,1132052200
2001,노원구,계,207842,648615,321219,327396,1135000000
2001,노원구,월계1동,6093,18618,9265,9353,1135056000
2001,노원구,월계2동,10062,30007,14698,15309,1135057000
2001,노원구,월계3동,9158,29102,14550,14552,1135058000
2001,노원구,월계4동,7941,22685,11206,11479,1135058100
2001,노원구,공릉1동,6684,19471,9865,9606,1135059500
2001,노원구,공릉2동,14934,47581,23997,23584,1135060000
2001,노원구,공릉3동,7008,21123,10271,10852,1135060100
2001,노원구,하계1동,11314,34177,16588,17589,1135061100
2001,노원구,하계2동,8400,28243,13978,14265,1135061200
2001,노원구,중계본동,9380,30772,15397,15375,1135061900
2001,노원구,중계1동,9797,33303,16473,16830,1135062100
2001,노원구,중계2동,5944,19241,9400,9841,1135062200
2001,노원구,중계3동,8815,27591,13257,14334,1135062300
2001,노원구,중계4동,7685,23985,11812,12173,1135062400
2001,노원구,상계1동,13082,42533,21355,21178,1135063000
2001,노원구,상계2동,6836,20714,10395,10319,1135064000
2001,노원구,상계3동,9402,27932,13923,14009,1135065000
2001,노원구,상계4동,6168,17789,9112,8677,1135066000
2001,노원구,상계5동,9130,27826,13847,13979,1135067000
2001,노원구,상계6동,7542,23722,11591,12131,1135068000
2001,노원구,상계7동,6324,18162,8714,9448,1135069000
2001,노원구,상계8동,9511,32042,15847,16195,1135070000
2001,노원구,상계9동,8930,28610,14310,14300,1135071000
2001,노원구,상계10동,7702,23386,11368,12018,1135072000
2001,은평구,계,160274,469242,233493,235749,1138000000
2001,은평구,녹번동,12919,36220,17838,18382,1138051000
2001,은평구,불광1동,11100,31677,15716,15961,1138052000
2001,은평구,불광2동,7449,21308,10534,10774,1138053000
2001,은평구,불광3동,8363,23868,11853,12015,1138054000
2001,은평구,갈현1동,9085,27250,13513,13737,1138055100
2001,은평구,갈현2동,8280,25473,12335,13138,1138055200
2001,은평구,구산동,8712,27061,13731,13330,1138056000
2001,은평구,대조동,11133,31368,15335,16033,1138057000
2001,은평구,응암1동,10335,30129,14837,15292,1138058000
2001,은평구,응암2동,6827,19472,9837,9635,1138059000
2001,은평구,응암3동,7429,21494,10814,10680,1138060000
2001,은평구,응암4동,7061,20387,10194,10193,1138068000
2001,은평구,역촌1동,7592,22191,10822,11369,1138061000
2001,은평구,역촌2동,6407,19541,9622,9919,1138062000
2001,은평구,신사1동,7921,24613,12226,12387,1138063100
2001,은평구,신사2동,7760,23914,12129,11785,1138063200
2001,은평구,증산동,6741,20629,10442,10187,1138064000
2001,은평구,수색동,7091,20736,10500,10236,1138065000
2001,은평구,진관내동,4013,10682,5445,5237,1138066000
2001,은평구,진관외동,4056,11229,5770,5459,1138067000
2001,서대문구,계,132044,371316,183959,187357,1141000000
2001,서대문구,충정로동,3457,8791,4492,4299,1141051000
2001,서대문구,천연동,7437,20328,10046,10282,1141052000
2001,서대문구,북아현1동,4204,10684,5199,5485,1141054000
2001,서대문구,북아현2동,4054,10810,5271,5539,1141055000
2001,서대문구,북아현3동,5415,15136,7548,7588,1141056000
2001,서대문구,대신동,3750,9085,4165,4920,1141057000
2001,서대문구,창천동,5288,12385,6077,6308,1141058000
2001,서대문구,연희1동,5781,15960,7903,8057,1141059000
2001,서대문구,연희2동,4078,11837,5873,5964,1141060000
2001,서대문구,연희3동,6572,17019,8359,8660,1141061000
2001,서대문구,홍제1동,5800,16510,7998,8512,1141062000
2001,서대문구,홍제2동,4933,14143,6965,7178,1141065500
2001,서대문구,홍제3동,7938,22947,11441,11506,1141064000
2001,서대문구,홍제4동,5882,17745,8726,9019,1141065000
2001,서대문구,홍은1동,3700,11460,5672,5788,1141066000
2001,서대문구,홍은2동,7180,20917,10485,10432,1141068500
2001,서대문구,홍은3동,9898,29121,14524,14597,1141068000
2001,서대문구,남가좌1동,7103,18734,9416,9318,1141069000
2001,서대문구,남가좌2동,11760,34679,17243,17436,1141070000
2001,서대문구,북가좌1동,6891,20366,10246,10120,1141071000
2001,서대문구,북가좌2동,10923,32659,16310,16349,1141072000
2001,마포구,계,140799,382195,189506,192689,1144000000
2001,마포구,아현1동,5722,15412,7852,7560,1144051000
2001,마포구,아현2동,4107,10712,5333,5379,1144052000
2001,마포구,아현3동,3653,9456,4694,4762,1144053000
2001,마포구,공덕1동,3990,10679,5239,5440,1144054000
2001,마포구,공덕2동,4684,12452,6228,6224,1144055000
2001,마포구,신공덕동,4074,11520,5804,5716,1144056000
2001,마포구,도화1동,3713,10796,5217,5579,1144057000
2001,마포구,도화2동,4618,13183,6442,6741,1144058000
2001,마포구,용강동,3836,10326,5090,5236,1144059000
2001,마포구,대흥동,5970,16550,8268,8282,1144060000
2001,마포구,염리동,8113,20950,10409,10541,1144061000
2001,마포구,노고산동,4461,9712,4692,5020,1144062000
2001,마포구,신수동,6866,19128,9479,9649,1144063000
2001,마포구,창전동,4668,12362,6060,6302,1144064000
2001,마포구,상수동,5149,13544,6679,6865,1144065000
2001,마포구,서교동,7881,18870,9246,9624,1144066000
2001,마포구,동교동,6059,13423,6448,6975,1144067000
2001,마포구,합정동,8188,23313,11590,11723,1144068000
2001,마포구,망원1동,8717,24686,12428,12258,1144069000
2001,마포구,망원2동,6711,20004,10071,9933,1144070000
2001,마포구,연남동,7117,19158,9518,9640,1144071000
2001,마포구,성산1동,6872,19444,9692,9752,1144072000
2001,마포구,성산2동,13288,40108,19697,20411,1144073000
2001,마포구,상암동,2342,6407,3330,3077,1144074000
2001,양천구,계,156180,486095,244793,241302,1147000000
2001,양천구,목1동,7415,24079,12023,12056,1147051000
2001,양천구,목2동,9764,29889,15050,14839,1147052000
2001,양천구,목3동,6892,20109,10078,10031,1147053000
2001,양천구,목4동,7538,22764,11420,11344,1147054000
2001,양천구,목5동,6937,23593,11762,11831,1147055000
2001,양천구,목6동,7154,25240,12699,12541,1147055100
2001,양천구,신월1동,9274,26904,13641,13263,1147056000
2001,양천구,신월2동,8097,25732,13123,12609,1147057000
2001,양천구,신월3동,7633,21807,11114,10693,1147058000
2001,양천구,신월4동,5492,17523,8994,8529,1147059000
2001,양천구,신월5동,5473,15983,8103,7880,1147060000
2001,양천구,신월6동,5023,15322,7749,7573,1147061000
2001,양천구,신월7동,9445,30192,15248,14944,1147061100
2001,양천구,신정1동,8716,27119,13451,13668,1147062000
2001,양천구,신정2동,5775,19680,9924,9756,1147063000
2001,양천구,신정3동,15258,44191,22290,21901,1147064000
2001,양천구,신정4동,5978,17367,8780,8587,1147065000
2001,양천구,신정5동,6333,18483,9290,9193,1147066000
2001,양천구,신정6동,7635,26042,12850,13192,1147067000
2001,양천구,신정7동,10348,34076,17204,16872,1147068000
2001,강서구,계,175849,523542,260181,263361,1150000000
2001,강서구,염창동,11597,37354,18754,18600,1150051000
2001,강서구,등촌1동,5519,17357,8774,8583,1150052000
2001,강서구,등촌2동,5466,16699,8421,8278,1150053000
2001,강서구,등촌3동,13205,40288,19363,20925,1150053500
2001,강서구,화곡본동,10913,31713,15808,15905,1150059000
2001,강서구,화곡1동,7672,21868,10956,10912,1150054000
2001,강서구,화곡2동,6499,19744,9836,9908,1150055000
2001,강서구,화곡3동,5119,15291,7555,7736,1150056000
2001,강서구,화곡4동,7804,22830,11528,11302,1150057000
2001,강서구,화곡5동,8473,25467,12530,12937,1150058000
2001,강서구,화곡6동,6598,19020,9362,9658,1150059100
2001,강서구,화곡7동,9885,28746,14367,14379,1150059200
2001,강서구,화곡8동,8563,26050,12942,13108,1150059300
2001,강서구,가양1동,6681,21565,10988,10577,1150060300
2001,강서구,가양2동,7208,21209,10265,10944,1150060400
2001,강서구,가양3동,7509,22505,11130,11375,1150060500
2001,강서구,발산1동,4853,15338,7546,7792,1150061100
2001,강서구,발산2동,4801,14113,6887,7226,1150061200
2001,강서구,공항동,8681,23340,11948,11392,1150062000
2001,강서구,방화1동,8809,26019,13155,12864,1150063000
2001,강서구,방화2동,9219,25908,12836,13072,1150064000
2001,강서구,방화3동,10775,31118,15230,15888,1150064100
2001,구로구,계,140533,417453,212616,204837,1153000000
2001,구로구,신도림동,8789,28877,14575,14302,1153051000
2001,구로구,구로1동,6905,23467,11785,11682,1153052000
2001,구로구,구로2동,7587,20188,10438,9750,1153053000
2001,구로구,구로3동,7089,20134,10168,9966,1153054000
2001,구로구,구로4동,5873,16861,8469,8392,1153055000
2001,구로구,구로5동,10535,30510,15627,14883,1153056000
2001,구로구,구로6동,5439,15043,7565,7478,1153057000
2001,구로구,구로본동,7331,20188,10312,9876,1153056500
2001,구로구,가리봉1동,5438,11564,6373,5191,1153058000
2001,구로구,가리봉2동,2608,6180,3288,2892,1153059000
2001,구로구,고척1동,7742,23856,12155,11701,1153072000
2001,구로구,고척2동,10680,32484,16669,15815,1153073000
2001,구로구,개봉1동,6052,18343,9458,8885,1153074000
2001,구로구,개봉2동,10557,33961,16904,17057,1153075000
2001,구로구,개봉3동,7686,23815,11972,11843,1153076000
2001,구로구,개봉본동,7123,21785,11026,10759,1153076500
2001,구로구,오류1동,6460,19627,9972,9655,1153077000
2001,구로구,오류2동,8666,25981,13224,12757,1153078000
2001,구로구,수궁동,7973,24589,12636,11953,1153079000
2001,금천구,계,91035,263061,134788,128273,1154500000
2001,금천구,가산동,8773,22937,12284,10653,1154551000
2001,금천구,독산1동,11032,33286,17065,16221,1154561000
2001,금천구,독산2동,9751,27584,14071,13513,1154562000
2001,금천구,독산3동,6111,17254,8786,8468,1154563000
2001,금천구,독산4동,7596,21225,10891,10334,1154564000
2001,금천구,독산본동,5980,15676,8038,7638,1154565000
2001,금천구,시흥1동,5589,17287,8904,8383,1154567000
2001,금천구,시흥2동,3540,11938,5935,6003,1154568000
2001,금천구,시흥3동,4627,14086,7173,6913,1154569000
2001,금천구,시흥4동,10178,30515,15508,15007,1154570000
2001,금천구,시흥5동,9003,26689,13669,13020,1154571000
2001,금천구,시흥본동,8855,24584,12464,12120,1154566000
2001,영등포구,계,145093,409920,208380,201540,1156000000
2001,영등포구,영등포1동,3203,7708,4034,3674,1156051000
2001,영등포구,영등포2동,2719,5856,3309,2547,1156052000
2001,영등포구,영등포3동,3473,10054,5090,4964,1156053000
2001,영등포구,여의도동,9660,30090,14787,15303,1156054000
2001,영등포구,당산1동,7551,20260,10192,10068,1156055000
2001,영등포구,당산2동,8557,25266,12672,12594,1156056000
2001,영등포구,도림1동,3693,9757,4982,4775,1156057000
2001,영등포구,도림2동,4765,12905,6616,6289,1156058000
2001,영등포구,문래1동,3072,9967,5366,4601,1156059000
2001,영등포구,문래2동,4381,14173,7176,6997,1156060000
2001,영등포구,양평1동,5261,15238,7799,7439,1156061000
2001,영등포구,양평2동,7230,22465,11480,10985,1156062000
2001,영등포구,신길1동,9570,24909,12448,12461,1156063000
2001,영등포구,신길2동,4717,12449,6281,6168,1156064000
2001,영등포구,신길3동,8166,23473,11719,11754,1156065000
2001,영등포구,신길4동,5632,16054,8139,7915,1156066000
2001,영등포구,신길5동,7448,20624,10580,10044,1156067000
2001,영등포구,신길6동,10028,28178,14328,13850,1156068000
2001,영등포구,신길7동,6938,19894,10096,9798,1156069000
2001,영등포구,대림1동,7602,21416,10846,10570,1156070000
2001,영등포구,대림2동,9142,23805,12253,11552,1156071000
2001,영등포구,대림3동,12285,35379,18187,17192,1156072000
2001,동작구,계,143095,407793,204604,203189,1159000000
2001,동작구,노량진1동,9160,26390,13358,13032,1159051000
2001,동작구,노량진2동,7815,20382,10321,10061,1159052000
2001,동작구,상도1동,5023,14473,7195,7278,1159053000
2001,동작구,상도2동,8336,23165,11505,11660,1159054000
2001,동작구,상도3동,7396,22014,11047,10967,1159055000
2001,동작구,상도4동,10641,31755,16021,15734,1159056000
2001,동작구,상도5동,5958,16678,8426,8252,1159056100
2001,동작구,본동,4519,12417,6243,6174,1159057000
2001,동작구,흑석1동,6038,15024,7732,7292,1159058000
2001,동작구,흑석2동,5065,14598,7222,7376,1159059000
2001,동작구,흑석3동,4214,11619,5835,5784,1159060000
2001,동작구,동작동,7434,21516,10713,10803,1159061000
2001,동작구,사당1동,9447,24987,12400,12587,1159062000
2001,동작구,사당2동,4768,14091,6932,7159,1159063000
2001,동작구,사당3동,8790,26074,13077,12997,1159064000
2001,동작구,사당4동,5358,15558,7888,7670,1159065000
2001,동작구,사당5동,5548,16438,8356,8082,1159065100
2001,동작구,대방동,12212,36470,18286,18184,1159066000
2001,동작구,신대방1동,8254,23243,11647,11596,1159067000
2001,동작구,신대방2동,7119,20901,10400,10501,1159068000
2001,관악구,계,192531,529741,270515,259226,1162000000
2001,관악구,봉천본동,6251,18528,9346,9182,1162051000
2001,관악구,봉천1동,9589,28236,14232,14004,1162052000
2001,관악구,봉천2동,4323,13571,6840,6731,1162053000
2001,관악구,봉천3동,4177,12392,6232,6160,1162054000
2001,관악구,봉천4동,7030,17548,8864,8684,1162055000
2001,관악구,봉천5동,6442,20034,10144,9890,1162056000
2001,관악구,봉천6동,11258,30351,15499,14852,1162057000
2001,관악구,봉천7동,6589,16658,8595,8063,1162058000
2001,관악구,봉천8동,6663,18216,9291,8925,1162059000
2001,관악구,봉천9동,3678,11312,5780,5532,1162060000
2001,관악구,봉천10동,5629,15412,7724,7688,1162061000
2001,관악구,봉천11동,10291,28879,14581,14298,1162062000
2001,관악구,남현동,6308,16911,8498,8413,1162063000
2001,관악구,신림본동,9299,24767,12383,12384,1162064000
2001,관악구,신림1동,8457,23611,11784,11827,1162065000
2001,관악구,신림2동,10817,26606,14181,12425,1162066000
2001,관악구,신림3동,6588,20027,10281,9746,1162067000
2001,관악구,신림4동,10833,29328,14810,14518,1162068000
2001,관악구,신림5동,7076,16530,8195,8335,1162069000
2001,관악구,신림6동,4108,11102,5718,5384,1162070000
2001,관악구,신림7동,3869,10683,5540,5143,1162071000
2001,관악구,신림8동,8030,21438,10844,10594,1162072000
2001,관악구,신림9동,11268,24429,14020,10409,1162073000
2001,관악구,신림10동,7437,23599,11957,11642,1162074000
2001,관악구,신림11동,3995,11478,5854,5624,1162075000
2001,관악구,신림12동,6903,21717,11015,10702,1162076000
2001,관악구,신림13동,5623,16378,8307,8071,1162077000
2001,서초구,계,138387,397983,195954,202029,1165000000
2001,서초구,서초1동,5846,16851,8384,8467,1165051000
2001,서초구,서초2동,6650,20533,10375,10158,1165052000
2001,서초구,서초3동,8868,24117,12557,11560,1165053000
2001,서초구,서초4동,7700,24318,12082,12236,1165053100
2001,서초구,잠원동,12638,33540,16040,17500,1165054000
2001,서초구,반포본동,4415,14551,6808,7743,1165055000
2001,서초구,반포1동,11505,27958,13408,14550,1165056000
2001,서초구,반포2동,6358,20167,9752,10415,1165057000
2001,서초구,반포3동,7949,24455,11821,12634,1165058000
2001,서초구,반포4동,6199,19088,9403,9685,1165058100
2001,서초구,방배본동,6296,18496,8958,9538,1165059000
2001,서초구,방배1동,5807,16415,8074,8341,1165060000
2001,서초구,방배2동,10670,31283,15339,15944,1165061000
2001,서초구,방배3동,7801,23997,11971,12026,1165062000
2001,서초구,방배4동,7687,22796,11095,11701,1165062100
2001,서초구,양재1동,10072,28020,13837,14183,1165065100
2001,서초구,양재2동,9025,22874,11571,11303,1165065200
2001,서초구,내곡동,2901,8524,4479,4045,1165066000
2001,강남구,계,192505,546038,267550,278488,1168000000
2001,강남구,신사동,8719,23353,11198,12155,1168051000
2001,강남구,논현1동,11875,26174,12370,13804,1168052100
2001,강남구,논현2동,8549,21568,10553,11015,1168053100
2001,강남구,압구정1동,6097,19146,9310,9836,1168054000
2001,강남구,압구정2동,4873,13647,6522,7125,1168055000
2001,강남구,청담1동,7180,20901,10373,10528,1168056000
2001,강남구,청담2동,4904,12850,6287,6563,1168057000
2001,강남구,삼성1동,4656,14603,7556,7047,1168058000
2001,강남구,삼성2동,9695,26193,13047,13146,1168059000
2001,강남구,대치1동,6659,23105,11354,11751,1168060000
2001,강남구,대치2동,7979,28463,14076,14387,1168061000
2001,강남구,대치3동,5762,17750,9013,8737,1168062000
2001,강남구,대치4동,6277,15209,7423,7786,1168063000
2001,강남구,역삼1동,14376,31481,15526,15955,1168064000
2001,강남구,역삼2동,10927,30200,14534,15666,1168065000
2001,강남구,도곡1동,7264,21969,10794,11175,1168065500
2001,강남구,도곡2동,7002,19248,9351,9897,1168065600
2001,강남구,개포1동,7527,23750,11588,12162,1168066000
2001,강남구,개포2동,7078,20078,9739,10339,1168067000
2001,강남구,개포3동,5582,19042,9548,9494,1168068000
2001,강남구,개포4동,8584,23428,11545,11883,1168069000
2001,강남구,일원본동,7442,24737,12292,12445,1168072000
2001,강남구,일원1동,7252,21707,10695,11012,1168073000
2001,강남구,일원2동,6820,20853,10139,10714,1168074000
2001,강남구,수서동,7192,19900,9212,10688,1168075000
2001,강남구,세곡동,2234,6683,3505,3178,1168070000
2001,송파구,계,222337,658242,327198,331044,1171000000
2001,송파구,풍납1동,8402,23991,11883,12108,1171051000
2001,송파구,풍납2동,11077,33191,16460,16731,1171052000
2001,송파구,거여1동,5459,17428,8762,8666,1171053100
2001,송파구,거여2동,11037,32866,16778,16088,1171053200
2001,송파구,마천1동,7450,21763,11087,10676,1171054000
2001,송파구,마천2동,7845,24470,12522,11948,1171055000
2001,송파구,방이1동,5469,16752,8432,8320,1171056100
2001,송파구,방이2동,8975,24732,12369,12363,1171056200
2001,송파구,오륜동,6479,23075,11189,11886,1171056600
2001,송파구,오금동,12686,39454,19671,19783,1171057000
2001,송파구,송파1동,9332,25787,12742,13045,1171058000
2001,송파구,송파2동,6566,21410,10500,10910,1171059000
2001,송파구,석촌동,12235,32507,16324,16183,1171060000
2001,송파구,삼전동,12150,32215,15922,16293,1171061000
2001,송파구,가락본동,9297,27622,13889,13733,1171062000
2001,송파구,가락1동,7316,21552,10775,10777,1171063100
2001,송파구,가락2동,11715,37121,18512,18609,1171063200
2001,송파구,문정1동,5655,16880,8502,8378,1171064100
2001,송파구,문정2동,5592,18480,9111,9369,1171064200
2001,송파구,장지동,7037,20734,10504,10230,1171064600
2001,송파구,잠실본동,11162,28837,13994,14843,1171065000
2001,송파구,잠실1동,5810,14082,6841,7241,1171066000
2001,송파구,잠실2동,4857,13439,6605,6834,1171067000
2001,송파구,잠실3동,6040,18030,8822,9208,1171068000
2001,송파구,잠실4동,9806,28563,13989,14574,1171069000
2001,송파구,잠실5동,4401,15222,7515,7707,1171070000
2001,송파구,잠실6동,4886,16058,7776,8282,1171071000
2001,송파구,잠실7동,3601,11981,5722,6259,1171072000
2001,강동구,계,163367,490585,247735,242850,1174000000
2001,강동구,강일동,1880,5154,2707,2447,1174051500
2001,강동구,상일동,10125,33366,16858,16508,1174052000
2001,강동구,명일1동,9474,30400,15063,15337,1174053000
2001,강동구,명일2동,5933,20779,10577,10202,1174054000
2001,강동구,고덕1동,8246,26787,13728,13059,1174055000
2001,강동구,고덕2동,7201,22523,11538,10985,1174056000
2001,강동구,암사1동,8706,24333,12334,11999,1174057000
2001,강동구,암사2동,5687,17943,8990,8953,1174058000
2001,강동구,암사3동,5166,14888,7492,7396,1174059000
2001,강동구,암사4동,5425,15670,7940,7730,1174059100
2001,강동구,천호1동,11740,33728,16926,16802,1174060000
2001,강동구,천호2동,6407,17492,8916,8576,1174061000
2001,강동구,천호3동,11310,30772,15545,15227,1174062000
2001,강동구,천호4동,8406,23505,11821,11684,1174063000
2001,강동구,성내1동,6602,20349,10267,10082,1174064000
2001,강동구,성내2동,10582,28640,14380,14260,1174065000
2001,강동구,성내3동,8047,22789,11518,11271,1174066000
2001,강동구,길1동,7265,21441,10760,10681,1174067000
2001,강동구,길2동,8745,27127,13547,13580,1174068000
2001,강동구,둔촌1동,6840,22893,11816,11077,1174069000
2001,강동구,둔촌2동,9580,30006,15012,14994,1174070000
2002,계,계,3623929,10280523,5144833,5135690,1100000000
2002,종로구,계,70113,184224,92681,91543,1111000000
2002,종로구,청운동,1882,5624,2936,2688,1111051000
2002,종로구,효자동,4404,12287,5992,6295,1111052000
2002,종로구,사직동,3438,8565,4156,4409,1111053000
2002,종로구,삼청동,1927,5015,2476,2539,1111054000
2002,종로구,부암동,4665,13175,6654,6521,1111055000
2002,종로구,평창동,6820,20599,10107,10492,1111056000
2002,종로구,무악동,3115,8941,4382,4559,1111057000
2002,종로구,교남동,3991,9515,4608,4907,1111058000
2002,종로구,가회동,2704,7025,3461,3564,1111060000
2002,종로구,종로1.2.3.4가동,3833,7501,4077,3424,1111061500
2002,종로구,종로5.6가동,2825,7496,3869,3627,1111063000
2002,종로구,이화동,4242,11206,5545,5661,1111064000
2002,종로구,혜화동,4993,12184,6044,6140,1111065000
2002,종로구,명륜3가동,3365,7436,3931,3505,1111066000
2002,종로구,창신1동,3627,8774,4623,4151,1111067000
2002,종로구,창신2동,4687,12885,6581,6304,1111068000
2002,종로구,창신3동,2990,9248,4660,4588,1111069000
2002,종로구,숭인1동,2777,7518,3905,3613,1111070000
2002,종로구,숭인2동,3828,9230,4674,4556,1111071000
2002,중구,계,54521,141603,71109,70494,1114000000
2002,중구,소공동,582,1813,985,828,1114052000
2002,중구,회현동,2831,6323,3399,2924,1114054000
2002,중구,명동,1468,3894,1819,2075,1114055000
2002,중구,필동,2267,5602,2894,2708,1114057000
2002,중구,장충동,2884,6412,3170,3242,1114058000
2002,중구,광희동,2566,5963,3079,2884,1114059000
2002,중구,을지로동,968,1962,1113,849,1114060500
2002,중구,신당1동,3750,9507,4811,4696,1114061000
2002,중구,신당2동,6445,17131,8442,8689,1114062000
2002,중구,신당3동,7563,20417,10056,10361,1114063000
2002,중구,신당4동,5998,17248,8439,8809,1114064000
2002,중구,신당5동,4658,11921,6069,5852,1114065000
2002,중구,신당6동,4055,11486,5703,5783,1114066000
2002,중구,황학동,3340,8413,4377,4036,1114067000
2002,중구,중림동,5146,13511,6753,6758,1114068000
2002,용산구,계,91735,245218,121976,123242,1117000000
2002,용산구,후암동,7450,19710,9932,9778,1117051000
2002,용산구,용산2가동,5142,15041,7468,7573,1117052000
2002,용산구,남영동,3514,7107,3959,3148,1117053000
2002,용산구,청파1동,6594,17889,9113,8776,1117054000
2002,용산구,청파2동,3645,8107,3771,4336,1117055000
2002,용산구,원효로1동,2778,7047,3566,3481,1117056000
2002,용산구,원효로2동,5649,15942,7884,8058,1117057000
2002,용산구,효창동,3807,10727,5419,5308,1117058000
2002,용산구,용문동,4729,13381,6697,6684,1117059000
2002,용산구,한강로1동,1937,4623,2341,2282,1117060000
2002,용산구,한강로2동,2376,5393,2787,2606,1117061000
2002,용산구,한강로3동,2251,5691,2903,2788,1117062000
2002,용산구,이촌1동,8461,26335,12849,13486,1117063000
2002,용산구,이촌2동,3548,9868,4829,5039,1117064000
2002,용산구,이태원1동,3820,10180,5055,5125,1117065000
2002,용산구,이태원2동,4695,12800,6201,6599,1117066000
2002,용산구,한남1동,5305,13732,6890,6842,1117067000
2002,용산구,한남2동,4077,9739,4796,4943,1117068000
2002,용산구,서빙고동,4144,12061,5878,6183,1117069000
2002,용산구,보광동,7813,19845,9638,10207,1117070000
2002,성동구,계,123394,343018,173092,169926,1120000000
2002,성동구,왕십리1동,5274,14613,7369,7244,1120051000
2002,성동구,왕십리2동,6192,17741,8917,8824,1120052000
2002,성동구,도선동,3751,9904,4966,4938,1120053000
2002,성동구,마장동,8233,23863,12099,11764,1120054000
2002,성동구,사근동,4707,11966,6229,5737,1120055000
2002,성동구,행당1동,6926,18194,9135,9059,1120056000
2002,성동구,행당2동,9335,28536,14013,14523,1120057000
2002,성동구,응봉동,5737,17091,8377,8714,1120058000
2002,성동구,금호1가동,6516,19068,9446,9622,1120059000
2002,성동구,금호2가동,4887,13066,6492,6574,1120060000
2002,성동구,금호3가동,5565,15601,7689,7912,1120061000
2002,성동구,금호4가동,5980,16729,8308,8421,1120062000
2002,성동구,옥수1동,4899,12809,6568,6241,1120063000
2002,성동구,옥수2동,6225,18088,8787,9301,1120064000
2002,성동구,성수1가1동,7491,21224,10930,10294,1120065000
2002,성동구,성수1가2동,7294,19914,10240,9674,1120066000
2002,성동구,성수2가1동,8136,22209,11539,10670,1120067000
2002,성동구,성수2가3동,3396,8927,4746,4181,1120069000
2002,성동구,송정동,5726,14473,7513,6960,1120072000
2002,성동구,용답동,7124,19002,9729,9273,1120079000
2002,광진구,계,141367,388478,195109,193369,1121500000
2002,광진구,노유1동,5409,12738,6528,6210,1121584500
2002,광진구,노유2동,6123,16191,8416,7775,1121584600
2002,광진구,화양동,11167,23963,12172,11791,1121571000
2002,광진구,군자동,9292,23728,12155,11573,1121573000
2002,광진구,중곡1동,6657,17892,9078,8814,1121574000
2002,광진구,중곡2동,8129,23456,11711,11745,1121575000
2002,광진구,중곡3동,7569,21453,10713,10740,1121576000
2002,광진구,중곡4동,11695,34466,17072,17394,1121577000
2002,광진구,능동,4440,11386,5674,5712,1121578000
2002,광진구,구의1동,9498,23767,11724,12043,1121585000
2002,광진구,구의2동,9305,26549,13295,13254,1121586000
2002,광진구,구의3동,10156,29613,14672,14941,1121587000
2002,광진구,광장동,10836,34695,17142,17553,1121581000
2002,광진구,자양1동,10080,26274,13272,13002,1121582000
2002,광진구,자양2동,10444,30781,15471,15310,1121583000
2002,광진구,자양3동,10567,31526,16014,15512,1121584000
2002,동대문구,계,143014,384356,194605,189751,1123000000
2002,동대문구,신설동,4340,8898,4606,4292,1123051000
2002,동대문구,용두1동,5784,13501,7081,6420,1123052000
2002,동대문구,용두2동,4288,10594,5448,5146,1123053000
2002,동대문구,제기1동,5921,15476,7865,7611,1123054000
2002,동대문구,제기2동,5607,13549,7039,6510,1123055000
2002,동대문구,전농1동,5452,14775,7518,7257,1123056000
2002,동대문구,전농2동,3040,7402,3828,3574,1123057000
2002,동대문구,전농3동,7681,23738,11803,11935,1123058000
2002,동대문구,전농4동,5271,14553,7343,7210,1123059000
2002,동대문구,답십리1동,4357,12105,6179,5926,1123060000
2002,동대문구,답십리2동,5504,16928,8470,8458,1123061000
2002,동대문구,답십리3동,2783,8158,4127,4031,1123062000
2002,동대문구,답십리4동,5486,16162,8152,8010,1123063000
2002,동대문구,답십리5동,4110,11159,5701,5458,1123064000
2002,동대문구,장안1동,6967,19325,9870,9455,1123065000
2002,동대문구,장안2동,4089,11270,5869,5401,1123066000
2002,동대문구,장안3동,3511,9698,5125,4573,1123067000
2002,동대문구,장안4동,5687,16376,8339,8037,1123068000
2002,동대문구,청량리1동,5668,16338,8257,8081,1123069000
2002,동대문구,청량리2동,4402,11104,5611,5493,1123070000
2002,동대문구,회기동,5122,12582,6160,6422,1123071000
2002,동대문구,휘경1동,7377,18180,9111,9069,1123072000
2002,동대문구,휘경2동,9273,26704,13275,13429,1123073000
2002,동대문구,이문1동,6297,16026,7969,8057,1123074000
2002,동대문구,이문2동,8115,19459,9708,9751,1123075000
2002,동대문구,이문3동,6882,20296,10151,10145,1123076000
2002,중랑구,계,154085,443246,222571,220675,1126000000
2002,중랑구,면목1동,8595,23385,11786,11599,1126051000
2002,중랑구,면목2동,10859,31029,15555,15474,1126052000
2002,중랑구,면목3동,7170,19596,9877,9719,1126053000
2002,중랑구,면목4동,9565,25295,12319,12976,1126054000
2002,중랑구,면목5동,5565,15886,7998,7888,1126055000
2002,중랑구,면목6동,5834,16656,8457,8199,1126056000
2002,중랑구,면목7동,9500,27751,13959,13792,1126057000
2002,중랑구,면목8동,4623,13694,6922,6772,1126057100
2002,중랑구,상봉1동,7766,23606,11828,11778,1126058000
2002,중랑구,상봉2동,7021,17854,9039,8815,1126059000
2002,중랑구,중화1동,7381,22614,11390,11224,1126060000
